ID	text,image
282	positive,positive
283	neutral,positive
284	positive,positive
285	negative,negative
286	positive,positive
287	positive,neutral
288	positive,positive
289	positive,positive
290	positive,positive
291	positive,positive
292	positive,positive
293	positive,positive
294	positive,positive
295	positive,positive
296	positive,negative
297	negative,negative
298	positive,positive
299	positive,positive
300	positive,positive
301	positive,negative
302	negative,negative
303	positive,neutral
304	neutral,positive
305	positive,neutral
306	positive,positive
307	positive,neutral
308	neutral,positive
309	negative,positive
310	positive,neutral
311	positive,positive
312	negative,negative
313	negative,negative
314	neutral,positive
315	positive,positive
316	negative,negative
317	negative,positive
318	negative,negative
319	positive,negative
320	negative,negative
321	positive,positive
322	neutral,positive
323	negative,negative
324	negative,positive
325	positive,positive
326	positive,positive
327	negative,negative
328	positive,positive
329	positive,positive
330	neutral,neutral
331	negative,negative
332	negative,positive
333	negative,negative
334	negative,negative
335	neutral,neutral
336	positive,positive
337	positive,positive
338	positive,positive
339	positive,positive
340	neutral,neutral
341	positive,positive
342	neutral,positive
343	positive,neutral
344	negative,negative
345	neutral,negative
346	negative,positive
347	negative,negative
348	neutral,negative
349	negative,negative
350	positive,neutral
351	negative,positive
352	neutral,positive
353	positive,neutral
354	neutral,negative
355	neutral,positive
356	neutral,neutral
357	neutral,positive
358	neutral,neutral
359	neutral,positive
360	neutral,positive
361	negative,neutral
362	positive,negative
363	neutral,positive
364	neutral,negative
365	positive,positive
366	positive,positive
367	neutral,negative
368	positive,positive
369	positive,positive
370	negative,negative
371	negative,negative
372	neutral,positive
373	positive,negative
374	neutral,neutral
375	neutral,negative
376	negative,neutral
377	neutral,negative
378	neutral,positive
379	neutral,negative
380	negative,positive
381	positive,neutral
382	negative,negative
383	negative,negative
384	negative,negative
385	negative,negative
386	positive,negative
387	negative,positive
388	negative,positive
389	neutral,negative
390	neutral,negative
391	negative,positive
392	negative,negative
393	neutral,positive
394	positive,positive
395	positive,positive
396	neutral,neutral
397	negative,positive
398	negative,negative
399	neutral,positive
400	neutral,negative
401	neutral,positive
402	neutral,negative
403	positive,positive
404	negative,positive
405	neutral,neutral
406	positive,positive
407	neutral,positive
408	positive,positive
409	positive,positive
410	positive,positive
411	positive,positive
412	neutral,positive
413	positive,negative
414	negative,neutral
415	positive,negative
416	positive,positive
417	positive,neutral
418	neutral,negative
419	neutral,positive
420	neutral,positive
421	negative,positive
422	negative,neutral
423	neutral,positive
424	neutral,neutral
425	negative,negative
426	neutral,neutral
427	neutral,positive
428	neutral,neutral
429	positive,neutral
430	negative,negative
431	neutral,positive
432	neutral,positive
433	neutral,neutral
434	neutral,positive
435	neutral,positive
436	neutral,neutral
437	neutral,neutral
438	positive,positive
439	neutral,positive
440	positive,positive
441	positive,positive
442	negative,negative
443	neutral,positive
444	positive,positive
445	positive,positive
446	negative,positive
447	positive,positive
448	neutral,negative
449	neutral,neutral
450	negative,negative
451	negative,negative
452	neutral,negative
453	positive,negative
454	negative,negative
455	neutral,positive
456	positive,positive
457	negative,negative
458	negative,positive
459	negative,negative
460	negative,negative
461	negative,negative
462	positive,negative
463	positive,positive
464	negative,positive
465	positive,positive
466	positive,positive
467	positive,negative
468	positive,positive
469	positive,negative
470	positive,positive
471	positive,positive
472	positive,positive
473	negative,negative
474	positive,positive
475	positive,positive
476	positive,positive
477	positive,positive
478	positive,positive
479	negative,negative
480	positive,positive
481	neutral,positive
482	positive,positive
483	neutral,neutral
484	negative,negative
485	negative,negative
486	negative,negative
487	negative,positive
488	positive,positive
489	negative,negative
490	positive,positive
491	positive,positive
492	positive,positive
493	positive,positive
494	positive,positive
495	positive,positive
496	neutral,positive
497	neutral,positive
498	positive,positive
499	positive,positive
500	positive,positive
501	positive,positive
502	neutral,neutral
503	neutral,positive
504	neutral,positive
505	neutral,neutral
506	neutral,positive
507	neutral,positive
508	positive,positive
509	positive,positive
510	neutral,positive
511	neutral,neutral
512	neutral,positive
513	neutral,positive
514	neutral,positive
515	neutral,positive
516	neutral,neutral
517	positive,neutral
518	positive,negative
519	positive,positive
520	positive,positive
521	positive,positive
522	positive,negative
523	neutral,positive
524	positive,positive
525	neutral,positive
526	neutral,positive
527	negative,positive
528	neutral,neutral
529	negative,negative
530	neutral,positive
531	neutral,neutral
532	neutral,positive
533	positive,positive
534	positive,positive
535	neutral,positive
536	neutral,positive
537	positive,positive
538	negative,positive
539	neutral,negative
540	positive,positive
541	positive,positive
542	negative,negative
543	negative,negative
544	neutral,positive
545	positive,positive
546	neutral,neutral
547	positive,positive
548	neutral,positive
549	negative,positive
550	negative,negative
551	neutral,negative
552	neutral,neutral
553	positive,positive
554	positive,positive
555	positive,positive
556	positive,positive
557	positive,neutral
558	negative,negative
559	negative,neutral
560	neutral,positive
561	neutral,positive
562	positive,positive
563	neutral,positive
564	positive,positive
565	positive,positive
566	negative,negative
567	negative,positive
568	negative,negative
569	positive,positive
570	positive,positive
571	neutral,positive
572	positive,positive
573	positive,positive
574	negative,negative
575	negative,negative
576	positive,positive
577	neutral,positive
578	neutral,positive
579	neutral,positive
580	neutral,neutral
581	neutral,neutral
582	neutral,neutral
583	neutral,positive
584	positive,positive
585	positive,positive
586	neutral,neutral
587	neutral,neutral
588	neutral,neutral
589	negative,negative
590	neutral,positive
591	neutral,neutral
592	neutral,positive
593	negative,negative
594	negative,positive
595	positive,positive
596	negative,negative
597	negative,negative
598	neutral,positive
599	negative,positive
600	neutral,positive
601	positive,positive
602	negative,negative
603	positive,positive
604	neutral,positive
605	neutral,positive
606	negative,negative
607	positive,positive
608	negative,neutral
609	neutral,neutral
610	positive,neutral
611	positive,positive
612	positive,positive
613	positive,positive
614	neutral,neutral
615	positive,positive
616	positive,positive
617	neutral,neutral
618	neutral,neutral
619	positive,positive
620	neutral,positive
621	neutral,neutral
622	positive,neutral
623	neutral,neutral
624	positive,positive
625	negative,negative
626	negative,positive
627	neutral,neutral
628	negative,negative
629	positive,negative
630	neutral,positive
631	negative,positive
632	neutral,negative
633	neutral,negative
634	positive,positive
635	positive,positive
636	negative,negative
637	neutral,neutral
638	neutral,positive
639	negative,positive
640	negative,positive
641	negative,negative
642	negative,negative
643	positive,positive
644	positive,positive
645	positive,positive
646	neutral,positive
647	positive,positive
648	neutral,neutral
649	positive,positive
650	negative,positive
651	positive,positive
652	positive,positive
653	positive,positive
654	positive,positive
655	positive,positive
656	negative,negative
657	negative,negative
658	positive,positive
659	positive,positive
660	positive,positive
661	negative,negative
662	positive,positive
663	neutral,positive
664	negative,negative
665	positive,positive
666	positive,positive
667	negative,negative
668	negative,negative
669	neutral,neutral
670	negative,positive
671	negative,negative
672	negative,negative
673	neutral,positive
674	positive,negative
675	positive,positive
676	neutral,negative
677	positive,neutral
678	neutral,neutral
679	neutral,positive
680	negative,negative
681	neutral,positive
682	positive,positive
683	positive,positive
684	neutral,positive
685	neutral,negative
686	positive,positive
687	neutral,negative
688	positive,positive
689	negative,negative
690	negative,negative
691	positive,neutral
692	neutral,positive
693	neutral,neutral
694	neutral,positive
695	positive,positive
696	neutral,positive
697	negative,neutral
698	positive,positive
699	neutral,negative
700	neutral,negative
701	negative,negative
702	neutral,positive
703	negative,neutral
704	positive,positive
705	positive,positive
706	positive,positive
707	positive,positive
708	neutral,neutral
709	positive,positive
710	positive,positive
711	positive,positive
712	positive,positive
713	positive,positive
714	positive,positive
715	neutral,positive
716	positive,positive
717	positive,positive
718	neutral,neutral
719	negative,negative
720	neutral,neutral
721	neutral,positive
722	positive,positive
723	negative,neutral
724	neutral,positive
725	positive,positive
726	positive,neutral
727	negative,negative
728	positive,positive
729	positive,neutral
730	neutral,negative
731	neutral,negative
732	neutral,negative
733	neutral,positive
734	neutral,positive
735	neutral,positive
736	positive,positive
737	neutral,positive
738	negative,positive
739	positive,positive
740	positive,positive
741	positive,positive
742	positive,positive
743	positive,positive
744	positive,negative
745	neutral,positive
746	positive,neutral
747	positive,positive
748	positive,positive
749	negative,negative
750	negative,negative
751	neutral,positive
752	neutral,neutral
753	neutral,neutral
754	neutral,positive
755	neutral,neutral
756	neutral,positive
757	positive,positive
758	neutral,positive
759	neutral,positive
760	neutral,neutral
761	positive,neutral
762	positive,positive
763	positive,positive
764	neutral,positive
765	positive,positive
766	positive,positive
767	negative,positive
768	negative,negative
769	positive,positive
770	positive,positive
771	neutral,positive
772	negative,positive
773	positive,positive
774	positive,positive
775	negative,positive
776	negative,positive
777	positive,positive
778	neutral,negative
779	neutral,neutral
780	neutral,neutral
781	positive,positive
782	negative,negative
783	negative,negative
784	negative,neutral
785	neutral,positive
786	negative,negative
787	positive,neutral
788	neutral,neutral
789	positive,positive
790	neutral,positive
791	positive,positive
792	neutral,positive
793	positive,neutral
794	neutral,neutral
795	neutral,neutral
796	neutral,positive
797	neutral,positive
798	neutral,positive
799	positive,positive
800	positive,positive
801	positive,positive
802	neutral,negative
803	neutral,positive
804	positive,positive
805	neutral,negative
806	positive,positive
807	positive,neutral
808	negative,negative
809	positive,neutral
810	positive,neutral
811	positive,positive
812	neutral,positive
813	positive,positive
814	positive,positive
815	positive,positive
816	positive,positive
817	positive,positive
818	negative,negative
819	negative,negative
820	positive,positive
821	positive,positive
822	positive,positive
823	neutral,positive
824	neutral,positive
825	neutral,neutral
826	negative,negative
827	positive,positive
828	neutral,neutral
829	neutral,positive
830	negative,negative
831	positive,positive
832	negative,negative
833	positive,neutral
834	positive,positive
835	neutral,positive
836	negative,negative
837	negative,negative
838	negative,negative
839	positive,neutral
840	positive,positive
841	positive,negative
842	positive,neutral
843	positive,positive
844	positive,positive
845	positive,positive
846	neutral,positive
847	neutral,neutral
848	neutral,neutral
849	neutral,positive
850	neutral,positive
851	positive,positive
852	positive,positive
853	neutral,positive
854	negative,neutral
855	neutral,positive
856	neutral,negative
857	neutral,neutral
858	neutral,positive
859	neutral,positive
860	positive,positive
861	negative,negative
862	neutral,positive
863	neutral,neutral
864	positive,positive
865	neutral,neutral
866	negative,negative
867	neutral,negative
868	neutral,neutral
869	negative,negative
870	neutral,neutral
871	neutral,negative
872	neutral,positive
873	negative,positive
874	negative,negative
875	negative,negative
876	positive,positive
877	negative,negative
878	positive,positive
879	neutral,positive
880	negative,neutral
881	neutral,negative
882	neutral,negative
883	negative,negative
884	negative,negative
885	neutral,positive
886	neutral,negative
887	positive,neutral
888	positive,positive
889	neutral,positive
890	positive,positive
891	positive,positive
892	positive,positive
893	positive,positive
894	positive,positive
895	positive,positive
896	positive,positive
897	positive,positive
898	positive,neutral
899	negative,negative
900	positive,positive
901	negative,negative
902	positive,positive
903	positive,positive
904	positive,positive
905	neutral,neutral
906	negative,negative
907	positive,positive
908	negative,negative
909	negative,negative
910	neutral,negative
911	neutral,neutral
912	positive,positive
913	positive,neutral
914	positive,positive
915	positive,positive
916	positive,neutral
917	neutral,positive
918	neutral,positive
919	negative,negative
920	negative,negative
921	negative,negative
922	negative,negative
923	negative,negative
924	positive,positive
925	positive,neutral
926	positive,positive
927	neutral,neutral
928	negative,negative
929	negative,negative
930	negative,neutral
931	neutral,negative
932	neutral,positive
933	neutral,positive
934	negative,negative
935	negative,negative
936	neutral,neutral
937	negative,negative
938	neutral,neutral
939	positive,positive
940	positive,positive
941	positive,positive
942	neutral,positive
943	negative,negative
944	negative,negative
945	positive,neutral
946	neutral,positive
947	negative,negative
948	neutral,positive
949	neutral,positive
950	positive,positive
951	negative,negative
952	negative,positive
953	neutral,positive
954	negative,neutral
955	positive,negative
956	negative,positive
957	negative,negative
958	positive,neutral
959	neutral,negative
960	negative,negative
961	negative,positive
962	neutral,neutral
963	neutral,positive
964	positive,neutral
965	negative,negative
966	positive,positive
967	negative,negative
968	positive,positive
969	positive,neutral
970	neutral,positive
971	neutral,positive
972	negative,negative
973	positive,positive
974	positive,positive
975	positive,positive
976	positive,positive
977	positive,positive
978	positive,positive
979	positive,positive
980	positive,positive
981	neutral,positive
982	positive,positive
983	positive,positive
984	neutral,neutral
985	neutral,neutral
986	positive,positive
987	positive,positive
988	positive,positive
989	positive,positive
990	neutral,positive
991	positive,neutral
992	negative,negative
993	neutral,neutral
994	neutral,neutral
995	positive,neutral
996	positive,positive
997	neutral,positive
998	neutral,positive
999	neutral,neutral
1000	positive,positive
1001	positive,positive
1002	positive,positive
1003	negative,positive
1004	positive,positive
1005	negative,negative
1006	neutral,positive
1007	neutral,positive
1008	positive,positive
1009	positive,positive
1010	negative,neutral
1011	positive,positive
1012	neutral,neutral
1013	neutral,positive
1014	neutral,negative
1015	neutral,positive
1016	neutral,neutral
1017	neutral,positive
1018	positive,positive
1019	neutral,positive
1020	neutral,positive
1021	positive,positive
1022	negative,negative
1023	neutral,positive
1024	positive,neutral
1025	neutral,positive
1026	neutral,neutral
1027	neutral,negative
1028	neutral,neutral
1029	neutral,positive
1030	positive,positive
1031	positive,positive
1032	positive,positive
1033	neutral,positive
1034	neutral,positive
1035	positive,positive
1036	positive,positive
1037	positive,positive
1038	positive,neutral
1039	neutral,positive
1040	positive,positive
1041	neutral,positive
1042	neutral,neutral
1043	positive,positive
1044	neutral,neutral
1045	neutral,neutral
1046	negative,negative
1047	neutral,positive
1048	neutral,positive
1049	positive,positive
1050	negative,positive
1051	neutral,neutral
1052	neutral,negative
1053	positive,neutral
1054	neutral,positive
1055	positive,positive
1056	neutral,negative
1057	positive,positive
1058	neutral,neutral
1059	negative,negative
1060	negative,negative
1061	neutral,negative
1062	positive,positive
1063	positive,positive
1064	positive,positive
1065	positive,positive
1066	positive,neutral
1067	positive,positive
1068	neutral,neutral
1069	negative,negative
1070	neutral,positive
1071	neutral,neutral
1072	neutral,positive
1073	neutral,neutral
1074	positive,positive
1075	positive,positive
1076	neutral,positive
1077	neutral,positive
1078	negative,negative
1079	neutral,positive
1080	neutral,positive
1081	positive,positive
1082	neutral,positive
1083	neutral,positive
1084	positive,positive
1085	positive,positive
1086	neutral,positive
1087	negative,negative
1088	neutral,positive
1089	neutral,neutral
1090	neutral,negative
1091	positive,positive
1092	positive,positive
1093	positive,positive
1094	positive,positive
1095	positive,positive
1096	positive,positive
1097	positive,positive
1098	positive,neutral
1099	neutral,positive
1100	positive,positive
1101	positive,positive
1102	neutral,negative
1103	neutral,positive
1104	neutral,neutral
1105	positive,positive
1106	positive,neutral
1107	neutral,positive
1108	positive,positive
1109	positive,positive
1110	neutral,positive
1111	positive,positive
1112	positive,positive
1113	neutral,positive
1114	positive,positive
1115	neutral,negative
1116	positive,positive
1117	negative,neutral
1118	positive,positive
1119	positive,positive
1120	positive,positive
1121	positive,positive
1122	neutral,negative
1123	neutral,negative
1124	negative,negative
1125	neutral,neutral
1126	positive,positive
1127	positive,positive
1128	positive,positive
1129	negative,negative
1130	neutral,positive
1131	neutral,positive
1132	positive,neutral
1133	positive,positive
1134	neutral,positive
1135	positive,positive
1136	positive,positive
1137	positive,neutral
1138	negative,neutral
1139	neutral,negative
1140	neutral,positive
1141	positive,positive
1142	neutral,negative
1143	positive,positive
1144	neutral,neutral
1145	positive,positive
1146	neutral,positive
1147	negative,negative
1148	neutral,positive
1149	positive,positive
1150	neutral,positive
1151	neutral,positive
1152	positive,positive
1153	neutral,neutral
1154	positive,positive
1155	neutral,positive
1156	negative,negative
1157	neutral,negative
1158	negative,negative
1159	negative,neutral
1160	neutral,positive
1161	positive,neutral
1162	neutral,neutral
1163	neutral,positive
1164	positive,positive
1165	neutral,neutral
1166	neutral,positive
1167	neutral,positive
1168	positive,neutral
1169	negative,positive
1170	neutral,positive
1171	neutral,positive
1172	neutral,positive
1173	neutral,positive
1174	neutral,negative
1175	neutral,positive
1176	neutral,positive
1177	neutral,positive
1178	neutral,positive
1179	neutral,neutral
1180	neutral,neutral
1181	positive,positive
1182	neutral,positive
1183	positive,negative
1184	neutral,positive
1185	positive,positive
1186	neutral,positive
1187	neutral,positive
1188	neutral,neutral
1189	neutral,positive
1190	neutral,positive
1191	positive,positive
1192	neutral,positive
1193	neutral,neutral
1194	neutral,positive
1195	negative,positive
1196	neutral,neutral
1197	neutral,positive
1198	positive,positive
1199	negative,positive
1200	neutral,positive
1201	neutral,positive
1202	neutral,negative
1203	neutral,positive
1204	negative,neutral
1205	neutral,positive
1206	neutral,positive
1207	positive,positive
1208	positive,neutral
1209	neutral,positive
1210	positive,positive
1211	positive,positive
1212	neutral,positive
1213	negative,positive
1214	positive,positive
1215	positive,positive
1216	positive,positive
1217	positive,positive
1218	negative,negative
1219	positive,neutral
1220	neutral,neutral
1221	positive,positive
1222	positive,positive
1223	positive,positive
1224	neutral,positive
1225	positive,positive
1226	negative,positive
1227	neutral,positive
1228	neutral,negative
1229	negative,positive
1230	neutral,positive
1231	neutral,positive
1232	neutral,positive
1233	positive,positive
1234	positive,neutral
1235	positive,positive
1236	positive,positive
1237	positive,positive
1238	neutral,neutral
1239	positive,positive
1240	neutral,positive
1241	neutral,positive
1242	neutral,neutral
1243	positive,neutral
1244	neutral,positive
1245	positive,positive
1246	negative,negative
1247	negative,negative
1248	negative,positive
1249	positive,positive
1250	negative,negative
1251	neutral,neutral
1252	negative,negative
1253	positive,positive
1254	neutral,negative
1255	neutral,positive
1256	positive,positive
1257	neutral,negative
1258	neutral,positive
1259	positive,neutral
1260	neutral,positive
1261	neutral,neutral
1262	positive,positive
1263	neutral,negative
1264	neutral,negative
1265	negative,negative
1266	negative,negative
1267	neutral,positive
1268	neutral,negative
1269	negative,negative
1270	neutral,positive
1271	positive,neutral
1272	positive,positive
1273	positive,positive
1274	positive,positive
1275	neutral,positive
1276	neutral,positive
1277	neutral,positive
1278	neutral,neutral
1279	neutral,neutral
1280	positive,positive
1281	neutral,negative
1282	neutral,neutral
1283	neutral,positive
1284	neutral,neutral
1285	neutral,positive
1286	neutral,negative
1287	neutral,positive
1288	negative,negative
1289	neutral,positive
1290	positive,neutral
1291	neutral,positive
1292	neutral,positive
1293	negative,negative
1294	neutral,negative
1295	positive,positive
1296	neutral,negative
1297	neutral,positive
1298	positive,positive
1299	positive,positive
1300	neutral,positive
1301	positive,positive
1302	positive,negative
1303	positive,positive
1304	positive,positive
1305	neutral,negative
1306	neutral,neutral
1307	negative,negative
1308	neutral,neutral
1309	negative,negative
1310	neutral,neutral
1311	neutral,positive
1312	neutral,positive
1313	positive,positive
1314	positive,neutral
1315	positive,positive
1316	negative,positive
1317	neutral,positive
1318	neutral,positive
1319	negative,negative
1320	neutral,positive
1321	negative,positive
1322	positive,neutral
1323	negative,positive
1324	positive,positive
1325	positive,positive
1326	neutral,positive
1327	neutral,negative
1328	positive,positive
1329	positive,positive
1330	positive,positive
1331	negative,negative
1332	negative,negative
1333	negative,neutral
1334	positive,positive
1335	positive,positive
1336	negative,negative
1337	positive,positive
1338	negative,positive
1339	negative,positive
1340	negative,negative
1341	positive,positive
1342	negative,positive
1343	neutral,positive
1344	negative,negative
1345	negative,positive
1346	positive,positive
1347	negative,negative
1348	positive,positive
1349	positive,neutral
1350	positive,positive
1351	positive,positive
1352	positive,positive
1353	positive,positive
1354	negative,positive
1355	positive,positive
1356	negative,negative
1357	positive,positive
1358	positive,positive
1359	negative,negative
1360	negative,positive
1361	positive,positive
1362	negative,negative
1363	negative,negative
1364	negative,positive
1365	negative,negative
1366	neutral,positive
1367	neutral,negative
1368	neutral,positive
1369	positive,positive
1370	positive,positive
1371	positive,positive
1372	negative,negative
1373	negative,negative
1374	neutral,positive
1375	neutral,negative
1376	positive,positive
1377	neutral,positive
1378	negative,negative
1379	negative,negative
1380	negative,negative
1381	negative,negative
1382	neutral,positive
1383	negative,negative
1384	positive,positive
1385	positive,positive
1386	neutral,negative
1387	positive,positive
1388	positive,neutral
1389	negative,negative
1390	neutral,neutral
1391	neutral,positive
1392	neutral,positive
1393	neutral,negative
1394	neutral,neutral
1395	positive,positive
1396	negative,negative
1397	neutral,neutral
1398	positive,positive
1399	negative,negative
1400	neutral,neutral
1401	positive,positive
1402	neutral,negative
1403	negative,negative
1404	negative,negative
1405	positive,positive
1406	positive,positive
1407	positive,positive
1408	positive,positive
1409	negative,positive
1410	neutral,negative
1411	positive,positive
1412	positive,positive
1413	neutral,negative
1414	positive,positive
1415	positive,neutral
1416	positive,positive
1417	negative,negative
1418	negative,neutral
1419	neutral,neutral
1420	positive,positive
1421	positive,positive
1422	positive,positive
1423	positive,positive
1424	positive,positive
1425	positive,positive
1426	positive,positive
1427	positive,positive
1428	positive,positive
1429	positive,positive
1430	positive,positive
1431	positive,positive
1432	neutral,positive
1433	positive,positive
1434	neutral,positive
1435	neutral,neutral
1436	neutral,negative
1437	positive,positive
1438	positive,positive
1439	positive,neutral
1440	neutral,positive
1441	neutral,neutral
1442	positive,positive
1443	negative,negative
1444	negative,negative
1445	neutral,negative
1446	positive,neutral
1447	positive,positive
1448	positive,positive
1449	positive,positive
1450	positive,negative
1451	negative,negative
1452	negative,positive
1453	neutral,positive
1454	positive,positive
1455	negative,negative
1456	neutral,positive
1457	neutral,neutral
1458	positive,positive
1459	positive,positive
1460	negative,negative
1461	positive,positive
1462	positive,positive
1463	positive,neutral
1464	positive,positive
1465	positive,positive
1466	positive,positive
1467	neutral,positive
1468	positive,positive
1469	positive,positive
1470	positive,positive
1471	neutral,neutral
1472	positive,positive
1473	positive,positive
1474	neutral,positive
1475	positive,positive
1476	neutral,positive
1477	neutral,positive
1478	positive,negative
1479	positive,positive
1480	neutral,negative
1481	positive,neutral
1482	positive,negative
1483	positive,neutral
1484	neutral,positive
1485	negative,negative
1486	neutral,negative
1487	positive,positive
1488	negative,negative
1489	positive,positive
1490	negative,negative
1491	positive,positive
1492	neutral,negative
1493	neutral,positive
1494	negative,positive
1495	positive,positive
1496	neutral,positive
1497	neutral,positive
1498	neutral,negative
1499	positive,positive
1500	positive,positive
1501	positive,positive
1502	negative,negative
1503	neutral,positive
1504	positive,positive
1505	positive,positive
1506	neutral,positive
1507	negative,negative
1508	negative,negative
1509	neutral,neutral
1510	neutral,negative
1511	neutral,neutral
1512	negative,negative
1513	negative,negative
1514	negative,negative
1515	neutral,negative
1516	neutral,negative
1517	negative,negative
1518	positive,positive
1519	positive,positive
1520	neutral,negative
1521	positive,positive
1522	positive,positive
1523	neutral,positive
1524	neutral,positive
1525	neutral,positive
1526	neutral,negative
1527	neutral,negative
1528	negative,negative
1529	negative,positive
1530	neutral,negative
1531	positive,positive
1532	neutral,negative
1533	neutral,negative
1534	negative,negative
1535	neutral,positive
1536	neutral,positive
1537	negative,negative
1538	negative,negative
1539	positive,positive
1540	negative,negative
1541	neutral,positive
1542	neutral,positive
1543	neutral,negative
1544	neutral,negative
1545	positive,negative
1546	neutral,negative
1547	negative,negative
1548	negative,negative
1549	neutral,neutral
1550	neutral,positive
1551	neutral,neutral
1552	positive,positive
1553	positive,positive
1554	positive,positive
1555	positive,positive
1556	positive,positive
1557	positive,positive
1558	positive,positive
1559	positive,positive
1560	positive,positive
1561	neutral,negative
1562	positive,positive
1563	positive,positive
1564	negative,negative
1565	negative,negative
1566	negative,negative
1567	positive,positive
1568	positive,neutral
1569	positive,positive
